CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
22,7590,2020-3,"R$ 191.193,00",22 7590 2020-3
56,2258,2010-3,"R$ 121.140,00",56 2258 2010-3
59,8067,2018-1,"R$ 65.470,00",59 8067 2018-1
59,7495,2016-1,"R$ 74.192,00",59 7495 2016-1
31,4863,2013-1,"R$ 87.237,00",31 4863 2013-1
48,6758,2014-1,"R$ 39.539,00",48 6758 2014-1
6,7391,2018-1,"R$ 115.730,00",6 7391 2018-1
59,5115,2012-1,"R$ 54.521,00",59 5115 2012-1
26,7347,2016-1,"R$ 89.794,00",26 7347 2016-1
31,5418,2016-1,"R$ 98.613,00",31 5418 2016-1
29,8903,2021-1,"R$ 94.912,00",29 8903 2021-1
22,6432,2015-1,"R$ 51.520,00",22 6432 2015-1
48,2022,2008-1,"R$ 21.457,00",48 2022 2008-1
23,5635,2016-1,"R$ 74.536,00",23 5635 2016-1
56,6246,2014-1,"R$ 39.260,00",56 6246 2014-1
13,4399,2012-1,"R$ 29.668,00",13 4399 2012-1
59,7078,2017-1,"R$ 61.749,00",59 7078 2017-1
23,1031,2005-1,"R$ 14.101,00",23 1031 2005-1
31,5249,2012-1,"R$ 59.634,00",31 5249 2012-1
48,7891,2020-1,"R$ 92.118,00",48 7891 2020-1
56,5041,2016-1,"R$ 81.401,00",56 5041 2016-1
26,5931,2013-1,"R$ 70.644,00",26 5931 2013-1
26,7548,2017-1,"R$ 57.277,00",26 7548 2017-1
48,7812,2018-1,"R$ 47.742,00",48 7812 2018-1
21,5242,2016-1,"R$ 39.001,00",21 5242 2016-1
26,1308,1995-1,"R$ 4.203,00",26 1308 1995-1
39,7486,2016-3,"R$ 275.835,00",39 7486 2016-3
44,6398,2016-1,"R$ 56.017,00",44 6398 2016-1
23,6531,2019-1,"R$ 70.634,00",23 6531 2019-1
26,6207,2017-1,"R$ 57.006,00",26 6207 2017-1
6,6768,2015-1,"R$ 82.928,00",6 6768 2015-1
21,5926,2014-1,"R$ 40.222,00",21 5926 2014-1
26,6206,2018-1,"R$ 65.984,00",26 6206 2018-1
25,5373,2012-1,"R$ 42.622,00",25 5373 2012-1
6,6768,2016-1,"R$ 89.577,00",6 6768 2016-1
23,6532,2017-1,"R$ 62.230,00",23 6532 2017-1
41,4979,2015-3,"R$ 146.759,00",41 4979 2015-3
43,5692,2016-1,"R$ 44.303,00",43 5692 2016-1
22,6264,2019-1,"R$ 85.356,00",22 6264 2019-1
33,7375,2016-1,"R$ 154.460,00",33 7375 2016-1
26,7858,2017-1,"R$ 95.340,00",26 7858 2017-1
56,6247,2018-1,"R$ 58.954,00",56 6247 2018-1
21,5577,2015-1,"R$ 39.135,00",21 5577 2015-1
56,8366,2019-1,"R$ 83.796,00",56 8366 2019-1
21,4966,2015-1,"R$ 45.120,00",21 4966 2015-1
21,7735,2019-1,"R$ 47.114,00",21 7735 2019-1
23,6174,2014-1,"R$ 44.467,00",23 6174 2014-1
21,8202,2018-1,"R$ 73.798,00",21 8202 2018-1
41,4123,2009-3,"R$ 61.243,00",41 4123 2009-3
26,6354,2014-1,"R$ 54.009,00",26 6354 2014-1
7,6151,2013-1,"R$ 89.940,00",7 6151 2013-1
21,7617,2016-1,"R$ 48.412,00",21 7617 2016-1
23,5894,2014-1,"R$ 92.200,00",23 5894 2014-1
59,2529,2006-1,"R$ 24.320,00",59 2529 2006-1
55,2186,2018-1,"R$ 81.192,00",55 2186 2018-1
41,1754,2007-1,"R$ 44.499,00",41 1754 2007-1
13,6154,2013-1,"R$ 32.836,00",13 6154 2013-1
43,4407,2013-1,"R$ 39.778,00",43 4407 2013-1
21,9590,2021-1,"R$ 84.052,00",21 9590 2021-1
43,5709,2013-1,"R$ 37.521,00",43 5709 2013-1
22,3886,2007-1,"R$ 28.694,00",22 3886 2007-1
48,8795,2021-1,"R$ 57.937,00",48 8795 2021-1
25,4799,2017-1,"R$ 79.096,00",25 4799 2017-1
23,6233,2014-1,"R$ 42.255,00",23 6233 2014-1
6,6043,2013-1,"R$ 94.515,00",6 6043 2013-1
21,5243,2014-1,"R$ 37.507,00",21 5243 2014-1
25,1275,2013-1,"R$ 50.619,00",25 1275 2013-1
26,1328,2010-3,"R$ 67.359,00",26 1328 2010-3
44,1899,2001-1,"R$ 12.522,00",44 1899 2001-1
22,4257,2007-1,"R$ 28.562,00",22 4257 2007-1
56,7491,2017-3,"R$ 263.189,00",56 7491 2017-3
58,8507,2020-3,"R$ 350.498,00",58 8507 2020-3
23,6104,2013-1,"R$ 41.943,00",23 6104 2013-1
23,4240,2008-1,"R$ 36.622,00",23 4240 2008-1
26,1328,2019-3,"R$ 119.755,00",26 1328 2019-3
59,2438,2003-1,"R$ 25.588,00",59 2438 2003-1
23,1228,2001-1,"R$ 23.030,00",23 1228 2001-1
48,2002,2004-1,"R$ 12.275,00",48 2002 2004-1
22,895,2009-3,"R$ 70.732,00",22 895 2009-3
21,645,2010-1,"R$ 20.600,00",21 645 2010-1
13,4847,2012-1,"R$ 30.343,00",13 4847 2012-1
23,5069,2012-1,"R$ 29.362,00",23 5069 2012-1
43,1791,2004-3,"R$ 57.995,00",43 1791 2004-3
44,1903,2010-1,"R$ 24.972,00",44 1903 2010-1
21,5341,2012-1,"R$ 31.055,00",21 5341 2012-1
56,3977,2011-1,"R$ 60.540,00",56 3977 2011-1
25,5373,2013-1,"R$ 45.532,00",25 5373 2013-1
21,4970,2013-1,"R$ 53.391,00",21 4970 2013-1
21,8344,2019-1,"R$ 46.317,00",21 8344 2019-1
22,772,2008-1,"R$ 22.193,00",22 772 2008-1
26,6437,2016-1,"R$ 64.995,00",26 6437 2016-1
21,473,2008-1,"R$ 26.530,00",21 473 2008-1
13,290,2008-1,"R$ 19.375,00",13 290 2008-1
21,4828,2012-1,"R$ 27.083,00",21 4828 2012-1
23,4379,2010-1,"R$ 24.569,00",23 4379 2010-1
56,3830,2014-3,"R$ 172.384,00",56 3830 2014-3
21,6957,2016-1,"R$ 39.418,00",21 6957 2016-1
23,1166,2005-3,"R$ 60.400,00",23 1166 2005-3
59,4729,2009-1,"R$ 29.800,00",59 4729 2009-1
25,1274,2005-1,"R$ 25.632,00",25 1274 2005-1
22,684,2008-1,"R$ 32.106,00",22 684 2008-1
23,5891,2014-3,"R$ 124.899,00",23 5891 2014-3
59,2572,1995-1,"R$ 13.902,00",59 2572 1995-1
44,4337,2008-1,"R$ 20.221,00",44 4337 2008-1
31,1434,2010-1,"R$ 41.350,00",31 1434 2010-1
21,4826,2009-1,"R$ 23.501,00",21 4826 2009-1
56,2259,2014-3,"R$ 162.526,00",56 2259 2014-3
48,6193,2017-1,"R$ 50.935,00",48 6193 2017-1
21,6958,2015-1,"R$ 40.496,00",21 6958 2015-1
59,4007,2007-1,"R$ 27.657,00",59 4007 2007-1
59,5512,2012-1,"R$ 52.856,00",59 5512 2012-1
6,6200,2014-1,"R$ 77.490,00",6 6200 2014-1
56,5041,2010-1,"R$ 50.611,00",56 5041 2010-1
59,4754,2009-1,"R$ 28.541,00",59 4754 2009-1
44,1903,2012-1,"R$ 30.079,00",44 1903 2012-1
23,1165,2008-1,"R$ 46.791,00",23 1165 2008-1
56,4906,2015-1,"R$ 122.279,00",56 4906 2015-1
21,5271,2016-1,"R$ 41.670,00",21 5271 2016-1
31,1405,2001-1,"R$ 30.005,00",31 1405 2001-1
21,7134,2017-1,"R$ 67.107,00",21 7134 2017-1
22,6746,2015-1,"R$ 83.346,00",22 6746 2015-1
21,7136,2016-1,"R$ 51.766,00",21 7136 2016-1
21,473,2012-1,"R$ 35.236,00",21 473 2012-1
21,607,2001-1,"R$ 18.375,00",21 607 2001-1
23,1169,2003-3,"R$ 57.817,00",23 1169 2003-3
43,1824,1992-1,"R$ 3.972,00",43 1824 1992-1
43,5256,2014-1,"R$ 38.238,00",43 5256 2014-1
22,701,2000-1,"R$ 11.878,00",22 701 2000-1
21,6662,2015-1,"R$ 54.386,00",21 6662 2015-1
59,4752,2015-1,"R$ 39.262,00",59 4752 2015-1
21,578,2004-2,"R$ 12.127,00",21 578 2004-2
23,6268,2014-3,"R$ 139.999,00",23 6268 2014-3
56,5041,2013-1,"R$ 60.669,00",56 5041 2013-1
25,4629,2008-1,"R$ 47.959,00",25 4629 2008-1
21,645,2013-1,"R$ 25.588,00",21 645 2013-1
59,3982,2013-1,"R$ 43.028,00",59 3982 2013-1
22,895,2007-3,"R$ 63.921,00",22 895 2007-3
21,5667,2014-1,"R$ 34.717,00",21 5667 2014-1
21,5025,2014-3,"R$ 98.662,00",21 5025 2014-3
41,4803,2014-3,"R$ 172.057,00",41 4803 2014-3
21,6957,2015-1,"R$ 38.163,00",21 6957 2015-1
22,895,2012-3,"R$ 83.373,00",22 895 2012-3
6,7391,2016-1,"R$ 89.922,00",6 7391 2016-1
43,4775,2011-3,"R$ 97.092,00",43 4775 2011-3
56,2259,2015-3,"R$ 171.098,00",56 2259 2015-3
21,5340,2014-1,"R$ 36.947,00",21 5340 2014-1
25,1277,2010-1,"R$ 42.223,00",25 1277 2010-1
22,4291,2008-1,"R$ 46.343,00",22 4291 2008-1
21,7966,2020-1,"R$ 66.502,00",21 7966 2020-1
21,7455,2017-1,"R$ 73.365,00",21 7455 2017-1
44,4722,2011-1,"R$ 21.632,00",44 4722 2011-1
23,4273,2009-1,"R$ 31.527,00",23 4273 2009-1
25,6613,2014-1,"R$ 51.322,00",25 6613 2014-1
21,547,2013-1,"R$ 43.188,00",21 547 2013-1
13,4054,2008-1,"R$ 23.049,00",13 4054 2008-1
25,4630,2010-1,"R$ 49.828,00",25 4630 2010-1
58,6599,2016-1,"R$ 112.340,00",58 6599 2016-1
59,2372,2004-1,"R$ 16.710,00",59 2372 2004-1
59,4754,2013-1,"R$ 38.839,00",59 4754 2013-1
59,4006,2013-1,"R$ 52.780,00",59 4006 2013-1
43,7632,2018-1,"R$ 67.364,00",43 7632 2018-1
22,775,2003-1,"R$ 15.619,00",22 775 2003-1
31,5419,2016-1,"R$ 88.111,00",31 5419 2016-1
22,895,2010-3,"R$ 75.195,00",22 895 2010-3
59,2380,1994-1,"R$ 30.045,00",59 2380 1994-1
59,2414,2012-1,"R$ 25.863,00",59 2414 2012-1
22,684,2009-1,"R$ 35.055,00",22 684 2009-1
59,4669,2009-1,"R$ 39.716,00",59 4669 2009-1
59,4753,2015-1,"R$ 43.280,00",59 4753 2015-1
25,1273,2012-1,"R$ 49.640,00",25 1273 2012-1
22,775,2004-1,"R$ 17.303,00",22 775 2004-1
39,6963,2017-1,"R$ 166.106,00",39 6963 2017-1
23,6533,2015-1,"R$ 53.165,00",23 6533 2015-1
56,5194,2013-1,"R$ 64.290,00",56 5194 2013-1
21,594,2007-1,"R$ 21.215,00",21 594 2007-1
48,6403,2017-3,"R$ 135.627,00",48 6403 2017-3
41,8671,2020-1,"R$ 123.328,00",41 8671 2020-1
56,2249,2003-3,"R$ 60.314,00",56 2249 2003-3
59,5314,2014-1,"R$ 43.952,00",59 5314 2014-1
33,8410,2018-1,"R$ 278.618,00",33 8410 2018-1
56,6245,2014-1,"R$ 45.249,00",56 6245 2014-1
26,8859,2021-1,"R$ 81.168,00",26 8859 2021-1
59,9150,2022-1,"R$ 115.925,00",59 9150 2022-1
26,8854,2021-1,"R$ 63.771,00",26 8854 2021-1
21,7949,2022-3,"R$ 178.192,00",21 7949 2022-3
48,7990,2021-1,"R$ 97.478,00",48 7990 2021-1
23,9048,2022-1,"R$ 142.931,00",23 9048 2022-1
59,8113,2022-1,"R$ 75.758,00",59 8113 2022-1
22,4998,2012-1,"R$ 62.381,00",22 4998 2012-1
29,7186,2021-1,"R$ 104.683,00",29 7186 2021-1
29,7187,2021-3,"R$ 162.763,00",29 7187 2021-3
22,9080,2023-3,"R$ 249.403,00",22 9080 2023-3
21,7475,2021-1,"R$ 115.137,00",21 7475 2021-1
22,8123,2018-1,"R$ 53.486,00",22 8123 2018-1
13,324,2001-1,"R$ 9.676,00",13 324 2001-1
23,9597,2023-1,"R$ 115.644,00",23 9597 2023-1
23,8573,2019-1,"R$ 91.697,00",23 8573 2019-1
21,634,1997-1,"R$ 9.711,00",21 634 1997-1
21,7475,2020-1,"R$ 107.976,00",21 7475 2020-1
43,9336,2022-1,"R$ 129.685,00",43 9336 2022-1
59,9529,2022-1,"R$ 168.016,00",59 9529 2022-1
33,7194,2022-1,"R$ 338.121,00",33 7194 2022-1
28,8284,2019-1,"R$ 264.934,00",28 8284 2019-1
44,5427,2020-1,"R$ 170.696,00",44 5427 2020-1
33,9487,2021-1,"R$ 863.682,00",33 9487 2021-1
29,7306,2016-1,"R$ 73.682,00",29 7306 2016-1
23,6748,2014-1,"R$ 42.720,00",23 6748 2014-1
56,8837,2020-1,"R$ 156.867,00",56 8837 2020-1
26,8898,2021-1,"R$ 74.397,00",26 8898 2021-1
48,4507,2012-1,"R$ 29.096,00",48 4507 2012-1
21,8741,2020-1,"R$ 99.427,00",21 8741 2020-1
48,4310,2018-1,"R$ 60.220,00",48 4310 2018-1
56,8940,2022-1,"R$ 99.822,00",56 8940 2022-1
22,6164,2022-3,"R$ 283.534,00",22 6164 2022-3
26,9473,2022-1,"R$ 76.032,00",26 9473 2022-1
23,9048,2021-1,"R$ 136.101,00",23 9048 2021-1
59,7493,2018-1,"R$ 101.006,00",59 7493 2018-1
7,7025,2015-1,"R$ 636.913,00",7 7025 2015-1
29,9661,2021-3,"R$ 478.611,00",29 9661 2021-3
21,8046,2019-1,"R$ 114.686,00",21 8046 2019-1
25,7150,2021-1,"R$ 126.210,00",25 7150 2021-1
48,7990,2020-1,"R$ 90.456,00",48 7990 2020-1
21,600,2005-1,"R$ 24.663,00",21 600 2005-1
156,7720,2022-1,"R$ 269.608,00",156 7720 2022-1
59,4312,2008-1,"R$ 38.115,00",59 4312 2008-1
29,8055,2018-3,"R$ 114.564,00",29 8055 2018-3
59,6548,2014-1,"R$ 39.476,00",59 6548 2014-1
29,8056,2021-1,"R$ 124.895,00",29 8056 2021-1
13,4315,2012-1,"R$ 27.109,00",13 4315 2012-1
48,8714,2020-1,"R$ 50.467,00",48 8714 2020-1
26,8452,2019-1,"R$ 70.570,00",26 8452 2019-1
56,8837,2021-1,"R$ 163.494,00",56 8837 2021-1
21,9646,2022-1,"R$ 106.729,00",21 9646 2022-1
56,8249,2020-1,"R$ 68.638,00",56 8249 2020-1
21,4424,2013-1,"R$ 41.363,00",21 4424 2013-1
26,7831,2018-1,"R$ 92.737,00",26 7831 2018-1
21,8948,2022-3,"R$ 198.799,00",21 8948 2022-3
26,8852,2022-1,"R$ 89.030,00",26 8852 2022-1
29,4139,2006-1,"R$ 87.592,00",29 4139 2006-1
56,8938,2020-1,"R$ 96.166,00",56 8938 2020-1
22,6164,2021-3,"R$ 258.979,00",22 6164 2021-3
56,8837,2022-1,"R$ 167.859,00",56 8837 2022-1
48,5676,2015-1,"R$ 52.917,00",48 5676 2015-1
23,8890,2022-1,"R$ 87.808,00",23 8890 2022-1
48,8021,2022-1,"R$ 58.654,00",48 8021 2022-1
59,8112,2022-1,"R$ 69.284,00",59 8112 2022-1
26,8899,2021-1,"R$ 87.412,00",26 8899 2021-1
7,6090,2021-1,"R$ 260.006,00",7 6090 2021-1
21,7027,2016-1,"R$ 43.870,00",21 7027 2016-1
7,7256,2021-1,"R$ 289.683,00",7 7256 2021-1
29,7186,2020-1,"R$ 92.486,00",29 7186 2020-1
59,5082,2012-1,"R$ 30.749,00",59 5082 2012-1
33,5146,2015-1,"R$ 475.180,00",33 5146 2015-1
6,9304,2021-1,"R$ 276.182,00",6 9304 2021-1
59,7047,2016-1,"R$ 51.606,00",59 7047 2016-1
21,8209,2021-3,"R$ 204.477,00",21 8209 2021-3
26,7831,2017-1,"R$ 88.162,00",26 7831 2017-1
29,7188,2019-1,"R$ 88.496,00",29 7188 2019-1
59,6718,2018-1,"R$ 47.988,00",59 6718 2018-1
43,9334,2022-1,"R$ 111.976,00",43 9334 2022-1
48,7993,2019-1,"R$ 79.071,00",48 7993 2019-1
29,7187,2018-3,"R$ 121.527,00",29 7187 2018-3
59,2553,2015-1,"R$ 46.095,00",59 2553 2015-1
59,5084,2014-1,"R$ 43.473,00",59 5084 2014-1
59,2535,2012-1,"R$ 37.097,00",59 2535 2012-1
59,8703,2020-1,"R$ 72.546,00",59 8703 2020-1
48,7990,2019-1,"R$ 86.674,00",48 7990 2019-1
7,6090,2014-1,"R$ 100.243,00",7 6090 2014-1
59,6935,2018-1,"R$ 54.340,00",59 6935 2018-1
59,5082,2014-1,"R$ 41.008,00",59 5082 2014-1
156,6868,2019-1,"R$ 151.182,00",156 6868 2019-1
44,4794,2013-1,"R$ 24.143,00",44 4794 2013-1
31,6442,2018-1,"R$ 78.150,00",31 6442 2018-1
48,5672,2019-1,"R$ 75.393,00",48 5672 2019-1
29,7189,2017-1,"R$ 76.021,00",29 7189 2017-1
22,8444,2019-1,"R$ 60.916,00",22 8444 2019-1
39,6929,2015-1,"R$ 119.701,00",39 6929 2015-1
48,4506,2014-1,"R$ 32.955,00",48 4506 2014-1
59,8112,2018-1,"R$ 57.219,00",59 8112 2018-1
59,7326,2018-1,"R$ 60.541,00",59 7326 2018-1
21,7950,2018-1,"R$ 97.568,00",21 7950 2018-1
29,7186,2019-1,"R$ 90.015,00",29 7186 2019-1
59,5585,2012-3,"R$ 91.452,00",59 5585 2012-3
59,2535,2014-1,"R$ 41.373,00",59 2535 2014-1
22,8447,2019-1,"R$ 55.169,00",22 8447 2019-1
25,1248,1997-1,"R$ 20.633,00",25 1248 1997-1
26,7260,2015-1,"R$ 56.801,00",26 7260 2015-1
33,7194,2016-1,"R$ 152.405,00",33 7194 2016-1
59,5115,2013-1,"R$ 57.996,00",59 5115 2013-1
59,2456,2003-1,"R$ 14.191,00",59 2456 2003-1
25,1248,1992-1,"R$ 12.585,00",25 1248 1992-1
48,9592,2018-1,"R$ 67.963,00",48 9592 2018-1
59,6808,2017-1,"R$ 48.378,00",59 6808 2017-1
22,6610,2016-1,"R$ 65.263,00",22 6610 2016-1
26,9589,2019-1,"R$ 90.120,00",26 9589 2019-1
26,8451,2019-1,"R$ 103.128,00",26 8451 2019-1
31,1424,2000-1,"R$ 15.534,00",31 1424 2000-1
31,4141,2015-1,"R$ 47.818,00",31 4141 2015-1
22,8743,2020-1,"R$ 87.817,00",22 8743 2020-1
29,7188,2017-1,"R$ 78.316,00",29 7188 2017-1
59,8133,2019-1,"R$ 59.707,00",59 8133 2019-1
48,5676,2020-1,"R$ 77.206,00",48 5676 2020-1
43,8867,2020-1,"R$ 95.521,00",43 8867 2020-1
59,6940,2016-1,"R$ 47.967,00",59 6940 2016-1
21,7475,2019-1,"R$ 103.875,00",21 7475 2019-1
59,6939,2015-1,"R$ 43.945,00",59 6939 2015-1
56,8934,2021-1,"R$ 90.655,00",56 8934 2021-1
21,8236,2020-1,"R$ 100.313,00",21 8236 2020-1
48,7808,2020-1,"R$ 49.724,00",48 7808 2020-1
59,8643,2020-1,"R$ 112.986,00",59 8643 2020-1
13,8738,2020-1,"R$ 68.740,00",13 8738 2020-1
25,1248,1998-1,"R$ 21.211,00",25 1248 1998-1
23,9597,2021-1,"R$ 109.128,00",23 9597 2021-1
26,6208,2015-1,"R$ 55.193,00",26 6208 2015-1
29,7189,2016-1,"R$ 73.754,00",29 7189 2016-1
48,7847,2018-1,"R$ 48.747,00",48 7847 2018-1
41,7288,2016-1,"R$ 89.517,00",41 7288 2016-1
21,7789,2017-1,"R$ 96.385,00",21 7789 2017-1
28,7349,2016-1,"R$ 163.699,00",28 7349 2016-1
39,9615,2021-3,"R$ 471.984,00",39 9615 2021-3
56,2238,1996-3,"R$ 18.826,00",56 2238 1996-3
21,7949,2018-3,"R$ 128.286,00",21 7949 2018-3
26,7830,2018-1,"R$ 103.427,00",26 7830 2018-1
25,1248,1994-1,"R$ 18.992,00",25 1248 1994-1
44,7201,2018-1,"R$ 70.020,00",44 7201 2018-1
59,6937,2018-1,"R$ 57.160,00",59 6937 2018-1
59,2535,2010-1,"R$ 30.869,00",59 2535 2010-1
21,4826,2014-1,"R$ 32.544,00",21 4826 2014-1
21,9194,2023-1,"R$ 99.448,00",21 9194 2023-1
59,7566,2018-1,"R$ 56.375,00",59 7566 2018-1
59,6796,2016-1,"R$ 43.600,00",59 6796 2016-1
59,7079,2013-1,"R$ 104.960,00",59 7079 2013-1
59,5514,2015-1,"R$ 85.538,00",59 5514 2015-1
21,5342,2015-1,"R$ 40.967,00",21 5342 2015-1
48,7289,2016-1,"R$ 38.185,00",48 7289 2016-1
26,7830,2019-1,"R$ 106.235,00",26 7830 2019-1
59,8183,2018-3,"R$ 210.070,00",59 8183 2018-3
48,2009,2015-1,"R$ 25.251,00",48 2009 2015-1
21,8741,2021-1,"R$ 103.394,00",21 8741 2021-1
48,5672,2017-1,"R$ 68.965,00",48 5672 2017-1
44,7267,2017-1,"R$ 52.866,00",44 7267 2017-1
59,5009,2014-1,"R$ 49.577,00",59 5009 2014-1
41,7288,2015-1,"R$ 79.602,00",41 7288 2015-1
21,9108,2021-1,"R$ 95.026,00",21 9108 2021-1
25,6326,2016-1,"R$ 78.668,00",25 6326 2016-1
59,6601,2015-1,"R$ 83.645,00",59 6601 2015-1
21,8742,2020-3,"R$ 144.566,00",21 8742 2020-3
6,6951,2015-1,"R$ 213.145,00",6 6951 2015-1
59,6786,2015-1,"R$ 38.831,00",59 6786 2015-1
43,9334,2021-1,"R$ 101.433,00",43 9334 2021-1
48,4507,2014-1,"R$ 33.510,00",48 4507 2014-1
47,9320,2021-1,"R$ 803.139,00",47 9320 2021-1
26,7756,2018-1,"R$ 90.320,00",26 7756 2018-1
59,7462,2017-1,"R$ 115.351,00",59 7462 2017-1
59,6940,2018-1,"R$ 57.174,00",59 6940 2018-1
22,6324,2019-1,"R$ 152.757,00",22 6324 2019-1
26,6208,2018-1,"R$ 73.230,00",26 6208 2018-1
21,4421,2011-1,"R$ 29.348,00",21 4421 2011-1
13,8739,2020-1,"R$ 93.710,00",13 8739 2020-1
29,7188,2016-1,"R$ 74.904,00",29 7188 2016-1
23,6266,2014-1,"R$ 39.479,00",23 6266 2014-1
23,9588,2019-1,"R$ 67.195,00",23 9588 2019-1
13,6774,2015-1,"R$ 42.489,00",13 6774 2015-1
56,8252,2021-1,"R$ 78.206,00",56 8252 2021-1
21,7949,2020-3,"R$ 146.505,00",21 7949 2020-3
21,5298,2016-1,"R$ 51.300,00",21 5298 2016-1
59,7460,2016-1,"R$ 80.607,00",59 7460 2016-1
59,6808,2015-1,"R$ 42.204,00",59 6808 2015-1
7,7256,2016-1,"R$ 134.414,00",7 7256 2016-1
59,6601,2014-1,"R$ 81.351,00",59 6601 2014-1
59,5513,2013-1,"R$ 62.815,00",59 5513 2013-1
21,3966,2007-1,"R$ 19.514,00",21 3966 2007-1
25,6326,2015-1,"R$ 74.744,00",25 6326 2015-1
23,7098,2021-1,"R$ 107.579,00",23 7098 2021-1
23,1117,2002-3,"R$ 46.710,00",23 1117 2002-3
59,6809,2015-1,"R$ 43.011,00",59 6809 2015-1
21,4968,2013-1,"R$ 43.812,00",21 4968 2013-1
48,4203,2012-1,"R$ 32.663,00",48 4203 2012-1
31,6441,2014-1,"R$ 56.431,00",31 6441 2014-1
22,6324,2014-1,"R$ 78.251,00",22 6324 2014-1
56,5194,2012-1,"R$ 60.951,00",56 5194 2012-1
59,7295,2018-1,"R$ 54.683,00",59 7295 2018-1
23,1042,2009-1,"R$ 26.968,00",23 1042 2009-1
21,3966,2008-1,"R$ 21.292,00",21 3966 2008-1
22,4162,2010-3,"R$ 114.864,00",22 4162 2010-3
59,5514,2013-1,"R$ 71.591,00",59 5514 2013-1
59,2553,2010-1,"R$ 36.666,00",59 2553 2010-1
59,7271,2016-1,"R$ 91.717,00",59 7271 2016-1
21,7475,2017-1,"R$ 91.183,00",21 7475 2017-1
21,5294,2013-1,"R$ 36.098,00",21 5294 2013-1
21,5068,2014-1,"R$ 45.112,00",21 5068 2014-1
59,2535,2009-1,"R$ 29.084,00",59 2535 2009-1
13,5609,2013-1,"R$ 39.704,00",13 5609 2013-1
23,931,2004-1,"R$ 25.903,00",23 931 2004-1
21,4765,2010-1,"R$ 20.059,00",21 4765 2010-1
22,6164,2013-3,"R$ 124.221,00",22 6164 2013-3
59,5261,2014-3,"R$ 126.597,00",59 5261 2014-3
23,1216,2005-1,"R$ 24.550,00",23 1216 2005-1
59,2513,2005-1,"R$ 25.728,00",59 2513 2005-1
48,5674,2013-1,"R$ 47.992,00",48 5674 2013-1
43,4984,2012-1,"R$ 37.172,00",43 4984 2012-1
41,7198,2016-3,"R$ 159.873,00",41 7198 2016-3
59,2391,2007-1,"R$ 24.483,00",59 2391 2007-1
29,7190,2016-3,"R$ 100.738,00",29 7190 2016-3
22,6164,2017-3,"R$ 174.407,00",22 6164 2017-3
22,8401,2020-1,"R$ 68.097,00",22 8401 2020-1
21,6051,2014-1,"R$ 47.854,00",21 6051 2014-1
23,5108,2013-1,"R$ 44.216,00",23 5108 2013-1
48,5674,2015-1,"R$ 54.581,00",48 5674 2015-1
23,1213,1996-1,"R$ 12.351,00",23 1213 1996-1
59,5350,2013-3,"R$ 99.032,00",59 5350 2013-3
59,3981,2013-1,"R$ 43.431,00",59 3981 2013-1
59,3916,2014-1,"R$ 48.255,00",59 3916 2014-1
21,5293,2013-1,"R$ 35.939,00",21 5293 2013-1
59,5513,2011-1,"R$ 52.473,00",59 5513 2011-1
43,9335,2022-1,"R$ 117.206,00",43 9335 2022-1
7,9105,2022-1,"R$ 523.991,00",7 9105 2022-1
22,6324,2013-1,"R$ 74.139,00",22 6324 2013-1
59,8427,2020-1,"R$ 81.397,00",59 8427 2020-1
7,7256,2022-1,"R$ 310.778,00",7 7256 2022-1
59,6797,2015-1,"R$ 77.971,00",59 6797 2015-1
22,6164,2023-3,"R$ 301.753,00",22 6164 2023-3
22,6919,2020-1,"R$ 56.854,00",22 6919 2020-1
43,9172,2021-1,"R$ 78.068,00",43 9172 2021-1
26,9619,2022-1,"R$ 96.458,00",26 9619 2022-1
21,6836,2016-1,"R$ 35.189,00",21 6836 2016-1
47,7987,2018-1,"R$ 1.105.451,00",47 7987 2018-1
59,8643,2022-1,"R$ 139.386,00",59 8643 2022-1
29,9745,2022-1,"R$ 138.129,00",29 9745 2022-1
48,9545,2023-1,"R$ 143.562,00",48 9545 2023-1
26,9602,2022-1,"R$ 127.054,00",26 9602 2022-1
47,7517,2019-1,"R$ 531.201,00",47 7517 2019-1
48,6402,2022-3,"R$ 195.632,00",48 6402 2022-3
48,4481,2016-1,"R$ 42.821,00",48 4481 2016-1
44,7267,2021-1,"R$ 91.353,00",44 7267 2021-1
29,7188,2020-1,"R$ 92.454,00",29 7188 2020-1
44,8928,2022-1,"R$ 110.931,00",44 8928 2022-1
21,8948,2021-3,"R$ 180.955,00",21 8948 2021-3
44,7267,2022-1,"R$ 93.698,00",44 7267 2022-1
59,6799,2022-1,"R$ 89.573,00",59 6799 2022-1
22,8446,2020-1,"R$ 66.533,00",22 8446 2020-1
29,9612,2022-3,"R$ 266.191,00",29 9612 2022-3
59,7322,2019-1,"R$ 59.829,00",59 7322 2019-1
23,9081,2020-1,"R$ 142.497,00",23 9081 2020-1
59,3981,2011-1,"R$ 35.134,00",59 3981 2011-1
59,7324,2019-1,"R$ 70.318,00",59 7324 2019-1
59,7324,2018-1,"R$ 66.061,00",59 7324 2018-1
26,5280,2013-1,"R$ 70.754,00",26 5280 2013-1
21,8236,2021-1,"R$ 108.423,00",21 8236 2021-1
23,7098,2019-1,"R$ 84.521,00",23 7098 2019-1
26,8852,2020-1,"R$ 77.901,00",26 8852 2020-1
